"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Pyrilia caica",12,18.2,"Forest","Herbivore"
"Pyrilia haematotis",10.4,18.1,"Forest","Herbivore"
"Pyrilia pulchra",10.8,19.5,"Forest","Herbivore"
"Pyrilia pyrilia",10,15.6,"Forest","Herbivore"
"Pyrilia vulturina",10.3,16.8,"Forest","Herbivore"
"Pyrrhura albipectus",11.6,19.4,"Forest","Herbivore"
"Pyrrhura calliptera",11.6,19.1,"Forest","Herbivore"
"Pyrrhura cruentata",12.1,22.7,"Forest","Herbivore"
"Pyrrhura devillei",11.2,17,"Forest","Herbivore"
"Pyrrhura egregia",10.7,18.9,"Forest","Herbivore"
"Pyrrhura frontalis",11.8,18.4,"Forest","Herbivore"
"Pyrrhura griseipectus",9.2,15.5,"Forest","Herbivore"
"Pyrrhura hoematotis",9.6,18.8,"Forest","Herbivore"
"Pyrrhura hoffmanni",11.4,19.3,"Forest","Herbivore"
"Pyrrhura lepida",10.2,16.2,"Forest","Herbivore"
"Pyrrhura leucotis",8.9,16.6,"Forest","Herbivore"
"Pyrrhura melanura",10.5,18.5,"Forest","Herbivore"
"Pyrrhura molinae",11,18.9,"Woodland","Herbivore"
"Pyrrhura orcesi",11.2,18.1,"Forest","Herbivore"
"Pyrrhura perlata",11,17.5,"Forest","Herbivore"
"Pyrrhura pfrimeri",10.3,16.2,"Forest","Herbivore"
"Pyrrhura picta",9.7,16.8,"Forest","Herbivore"
"Pyrrhura rhodocephala",10.2,18.1,"Forest","Herbivore"
"Pyrrhura rupicola",11.2,17.9,"Forest","Herbivore"
"Pyrrhura viridicata",11.3,18.4,"Forest","Herbivore"
"Rhynchopsitta pachyrhyncha",19.8,42.9,"Forest","Herbivore"
"Rhynchopsitta terrisi",18.2,45.2,"Forest","Herbivore"
"Strigops habroptila",22.4,37.5,"Forest","Herbivore"
"Tanygnathus gramineus",19.7,35.3,"Forest","Herbivore"
"Tanygnathus lucionensis",18.6,31.8,"Forest","Herbivore"
"Tanygnathus megalorynchos",26.7,49.5,"Forest","Herbivore"
"Tanygnathus sumatranus",18.7,31.3,"Forest","Herbivore"
"Touit batavicus",8.3,13.7,"Forest","Herbivore"
"Touit costaricensis",10.8,16,"Forest","Herbivore"
"Touit dilectissimus",8.7,11.1,"Forest","Herbivore"
"Touit huetii",9.2,13.8,"Forest","Herbivore"
"Touit melanonotus",8.8,13.3,"Forest","Herbivore"
"Touit purpuratus",7.8,13.8,"Forest","Herbivore"
"Touit stictopterus",10,15.6,"Forest","Herbivore"
"Touit surdus",9.7,15,"Forest","Herbivore"
"Trichoglossus chlorolepidotus",10.1,16.4,"Woodland","Herbivore"
"Trichoglossus euteles",9.7,15.8,"Forest","Herbivore"
"Trichoglossus flavoviridis",9.1,14.6,"Forest","Herbivore"
"Trichoglossus haematodus",11.3,19.2,"Forest","Herbivore"
"Trichoglossus johnstoniae",8.8,14.3,"Forest","Herbivore"
"Trichoglossus ornatus",10.7,18,"Forest","Herbivore"
"Trichoglossus rubiginosus",10.8,17.7,"Forest","Herbivore"
"Triclaria malachitacea",13.7,23.6,"Forest","Herbivore"
"Vini australis",6.5,10.2,"Forest","Herbivore"
"Vini kuhlii",6.9,10.2,"Forest","Herbivore"
"Vini peruviana",6.6,8.9,"Woodland","Herbivore"
"Vini stepheni",7.2,10.4,"Forest","Herbivore"
"Vini ultramarina",7.2,9.7,"Forest","Herbivore"
"Pterocles alchata",6.9,9,"Grassland","Herbivore"
"Pterocles bicinctus",3.7,4.6,"Grassland","Herbivore"
"Pterocles burchelli",4.2,4.8,"Grassland","Herbivore"
"Pterocles coronatus",4.6,5.5,"Desert","Herbivore"
"Pterocles decoratus",4.3,4.7,"Shrubland","Herbivore"
"Pterocles exustus",3.8,4.7,"Grassland","Herbivore"
"Pterocles gutturalis",4.7,6.3,"Grassland","Herbivore"
"Pterocles indicus",3.7,4.9,"Grassland","Herbivore"
"Pterocles lichtensteinii",4.2,4.8,"Grassland","Herbivore"
"Pterocles namaqua",3.8,4.9,"Desert","Herbivore"
"Pterocles orientalis",5.7,7,"Grassland","Herbivore"
"Pterocles personatus",5.4,7.1,"Shrubland","Herbivore"
"Pterocles quadricinctus",3.8,4.8,"Shrubland","Herbivore"
"Pterocles senegallus",5.2,6.2,"Desert","Herbivore"
"Syrrhaptes paradoxus",4.4,5,"Grassland","Herbivore"
"Syrrhaptes tibetanus",5.4,6.7,"Desert","Herbivore"
"Rhea americana",27.2,17.2,"Grassland","Omnivore"
"Rhea pennata",24.8,16,"Grassland","Herbivore"
"Aptenodytes forsteri",13.9,17.7,"Marine","Carnivore"
"Aptenodytes patagonicus",11,17.8,"Marine","Carnivore"
"Eudyptes chrysocome",13.4,21.3,"Marine","Carnivore"
"Eudyptes chrysolophus",16.2,23.9,"Marine","Carnivore"
"Eudyptes moseleyi",14,20.4,"Marine","Carnivore"
"Eudyptes pachyrhynchus",16.4,23.7,"Marine","Carnivore"
"Eudyptes robustus",16,25.7,"Marine","Carnivore"
"Eudyptes schlegeli",16.4,26.9,"Marine","Carnivore"
"Eudyptes sclateri",17.6,27.2,"Marine","Carnivore"
"Eudyptula minor",6.9,13.7,"Marine","Carnivore"
"Megadyptes antipodes",10.8,20,"Marine","Carnivore"
"Pygoscelis adeliae",12.9,17.2,"Marine","Carnivore"
"Pygoscelis antarcticus",14.8,19.2,"Marine","Carnivore"
"Pygoscelis papua",12.4,17,"Marine","Carnivore"
"Spheniscus demersus",10.1,24.3,"Marine","Carnivore"
"Spheniscus humboldti",9.1,21.1,"Marine","Carnivore"
"Spheniscus magellanicus",10.2,23.4,"Marine","Carnivore"
"Spheniscus mendiculus",8,17.5,"Marine","Carnivore"
"Aegolius acadicus",7,10.5,"Forest","Carnivore"
"Aegolius funereus",7.9,10.5,"Forest","Carnivore"
"Aegolius harrisii",7.6,12.4,"Forest","Carnivore"
"Aegolius ridgwayi",7.9,10.9,"Forest","Carnivore"
"Asio abyssinicus",8.9,14.3,"Forest","Carnivore"
"Asio capensis",9.7,13.4,"Grassland","Carnivore"
"Asio flammeus",9,13,"Grassland","Carnivore"
"Asio madagascariensis",11.4,17.2,"Forest","Carnivore"
"Asio otus",8.8,12.5,"Forest","Carnivore"
"Asio stygius",9.9,17.1,"Forest","Carnivore"
"Athene brama",7.5,11.3,"Human Modified","Carnivore"
"Athene cunicularia",7.9,13.7,"Grassland","Carnivore"
"Athene noctua",7.8,11.4,"Human Modified","Carnivore"
"Bubo africanus",11.8,19.4,"Rock","Carnivore"
"Bubo ascalaphus",13,20,"Desert","Carnivore"
"Bubo bengalensis",13.2,20.7,"Rock","Carnivore"
"Bubo bubo",17.9,26,"Rock","Carnivore"
"Bubo capensis",12.6,21.2,"Shrubland","Carnivore"
"Bubo cinerascens",11.6,17.1,"Rock","Carnivore"
"Bubo coromandus",14.1,22,"Woodland","Carnivore"
"Bubo lacteus",15.9,27.8,"Woodland","Carnivore"
"Bubo leucostictus",10.8,16.4,"Forest","Carnivore"
"Bubo magellanicus",12.6,20.2,"Forest","Carnivore"
"Bubo nipalensis",19.2,28.6,"Forest","Carnivore"
"Bubo philippensis",16.4,23.8,"Forest","Carnivore"
"Bubo poensis",13.3,21.8,"Forest","Carnivore"
"Bubo scandiaca",14.9,22.1,"Grassland","Carnivore"
"Bubo shelleyi",18.9,29.5,"Forest","Carnivore"
"Bubo sumatranus",15,23.4,"Forest","Carnivore"
"Bubo virginianus",16.6,25.4,"Forest","Carnivore"
"Bubo vosseleri",14,23.5,"Forest","Carnivore"
"Glaucidium albertinum",7.9,11.2,"Forest","Carnivore"
"Glaucidium bolivianum",5.6,8.9,"Forest","Carnivore"
"Glaucidium brasilianum",7.1,10.6,"Shrubland","Carnivore"
"Glaucidium brodiei",6.7,10.6,"Forest","Carnivore"
"Glaucidium californicum",6,8.9,"Forest","Carnivore"
"Glaucidium capense",7.5,11.2,"Forest","Carnivore"
"Glaucidium castaneum",7.1,11.1,NA,"Carnivore"
"Glaucidium castanonotum",8.2,11.6,"Forest","Carnivore"
"Glaucidium castanopterum",8.2,13.1,"Forest","Carnivore"
"Glaucidium costaricanum",6,8.9,"Forest","Carnivore"
"Glaucidium cuculoides",8,13.4,"Forest","Carnivore"
"Glaucidium gnoma",6.2,9.5,"Forest","Carnivore"
"Glaucidium griseiceps",5.9,9.4,"Forest","Carnivore"
"Glaucidium hardyi",6.4,8.9,"Forest","Carnivore"
"Glaucidium jardinii",7,9,"Forest","Carnivore"
"Glaucidium minutissimum",6.2,8.7,"Forest","Carnivore"
"Glaucidium mooreorum",6.4,9.3,NA,"Carnivore"
"Glaucidium nanum",6,9.4,"Shrubland","Carnivore"
"Glaucidium nubicola",8.2,9.6,"Forest","Carnivore"
"Glaucidium palmarum",5.8,9.2,"Forest","Carnivore"
"Glaucidium parkeri",6.8,9.3,"Forest","Carnivore"
"Glaucidium passerinum",6.1,9.1,"Forest","Carnivore"
"Glaucidium perlatum",7.2,10.1,"Shrubland","Carnivore"
"Glaucidium peruanum",6.5,10.3,"Shrubland","Carnivore"
"Glaucidium radiatum",7,10.5,"Woodland","Carnivore"
"Glaucidium sanchezi",7.7,9.9,"Forest","Carnivore"
"Glaucidium siju",6.2,9.2,"Forest","Carnivore"
"Glaucidium sjostedti",9,13.1,"Forest","Carnivore"
"Glaucidium tephronotum",5.5,9.8,"Forest","Carnivore"
"Gymnoglaux lawrencii",6.5,10.8,"Forest","Carnivore"
"Heteroglaux blewitti",8.7,14.2,"Woodland","Carnivore"
"Jubula lettii",8.9,13,"Forest","Carnivore"
"Ketupa blakistoni",19.7,27.8,"Riverine","Carnivore"
"Ketupa flavipes",16.5,22.7,"Riverine","Carnivore"
"Ketupa ketupu",14.2,21.4,"Riverine","Carnivore"
"Ketupa zeylonensis",16.9,23.8,"Riverine","Carnivore"
"Lophostrix cristata",10.1,16.2,"Forest","Carnivore"
"Megascops albogularis",7.7,11.4,"Forest","Carnivore"
"Megascops asio",6.4,11.8,"Woodland","Carnivore"
"Megascops atricapilla",7.6,11.3,"Forest","Carnivore"
"Megascops barbarus",6.6,9.7,"Forest","Carnivore"
"Megascops choliba",7,11.7,"Human Modified","Carnivore"
"Megascops clarkii",8.1,11.3,"Forest","Carnivore"
"Megascops colombianus",7,12.7,"Forest","Carnivore"
"Megascops cooperi",8.5,12.2,"Woodland","Carnivore"
"Megascops guatemalae",7.2,11.4,"Forest","Carnivore"
"Megascops hoyi",7.7,11.4,"Forest","Carnivore"
"Megascops ingens",7.6,11.3,"Forest","Carnivore"
"Megascops kennicottii",6.8,12.7,"Forest","Carnivore"
"Megascops koepckeae",7.6,11.1,"Forest","Carnivore"
"Megascops marshalli",6.4,9.8,"Forest","Carnivore"
"Megascops nudipes",7.9,11.4,"Forest","Carnivore"
"Megascops petersoni",6.9,10.8,"Forest","Carnivore"
"Megascops roboratus",6.7,10.9,"Woodland","Carnivore"
"Megascops sanctaecatarinae",7.3,11.7,"Woodland","Carnivore"
"Megascops seductus",7.8,12.4,"Woodland","Carnivore"
"Megascops trichopsis",5.1,10.1,"Forest","Carnivore"
"Megascops watsonii",8.2,13.3,"Forest","Carnivore"
"Micrathene whitneyi",5.2,7.4,"Shrubland","Carnivore"
"Mimizuku gurneyi",10.1,18.8,"Forest","Carnivore"
"Nesasio solomonensis",13.5,22.1,"Forest","Carnivore"
"Ninox affinis",8.2,12.8,"Forest","Carnivore"
"Ninox boobook",7.7,13.2,"Forest","Carnivore"
"Ninox burhani",6.9,11.2,"Forest","Carnivore"
"Ninox connivens",11.9,18.5,"Forest","Carnivore"
"Ninox ios",6.9,11.2,"Forest","Carnivore"
"Ninox jacquinoti",9.8,14.6,"Forest","Carnivore"
"Ninox meeki",10.6,16,"Forest","Carnivore"
"Ninox natalis",8.1,12.8,"Forest","Carnivore"
"Ninox novaeseelandiae",7.6,12.6,"Forest","Carnivore"
"Ninox ochracea",6.9,11.2,"Forest","Carnivore"
"Ninox odiosa",9.8,14.9,"Forest","Carnivore"
"Ninox philippensis",6.5,11.3,"Forest","Carnivore"
"Ninox punctulata",11,15.1,"Forest","Carnivore"
"Ninox rudolfi",8.1,14.9,"Forest","Carnivore"
"Ninox rufa",13.8,22.2,"Forest","Carnivore"
"Ninox scutulata",7.6,12.6,"Forest","Carnivore"
"Ninox squamipila",9.1,13.7,"Forest","Carnivore"
"Ninox strenua",15.9,26.1,"Forest","Carnivore"
"Ninox sumbaensis",6.9,11.2,"Forest","Carnivore"
"Ninox superciliaris",9.7,14.5,"Shrubland","Carnivore"
"Ninox theomacha",7.8,12,"Forest","Carnivore"
"Ninox variegata",8.8,14.4,"Forest","Carnivore"
"Otus alfredi",6.7,9.4,"Forest","Carnivore"
"Otus alius",5.1,10,"Forest","Carnivore"
"Otus angelinae",7.1,12.9,"Forest","Carnivore"
"Otus bakkamoena",6.1,10.9,"Forest","Carnivore"
"Otus balli",5.5,9.8,"Forest","Carnivore"
"Otus beccarii",5.2,10.1,"Forest","Carnivore"
"Otus brookii",7.1,12.9,"Forest","Carnivore"
"Otus brucei",5.1,9,"Woodland","Carnivore"
"Otus capnodes",8.9,12.4,"Forest","Carnivore"
"Otus collari",5.9,9.6,"Forest","Carnivore"
"Otus elegans",6.2,11,"Forest","Carnivore"
"Otus enganensis",6,10.9,NA,"Carnivore"
"Otus flammeolus",6,9.1,"Forest","Carnivore"
"Otus fuliginosus",7.3,11.8,"Forest","Carnivore"
"Otus hartlaubi",5.1,10.7,"Forest","Carnivore"
"Otus icterorhynchus",5.1,9.4,"Forest","Carnivore"
"Otus insularis",7.3,13.9,"Forest","Carnivore"
"Otus ireneae",4.5,7.3,"Forest","Carnivore"
"Otus lempiji",6.9,11.4,"Forest","Carnivore"
"Otus lettia",6.6,10.6,"Forest","Carnivore"
"Otus leucotis",8.4,13,"Woodland","Carnivore"
"Otus longicornis",4.8,11.4,"Forest","Carnivore"
"Otus magicus",7.3,11.1,"Forest","Carnivore"
"Otus manadensis",5.2,10.1,"Forest","Carnivore"
"Otus mantananensis",6.4,10.8,"Forest","Carnivore"
"Otus mayottensis",6.6,12.3,"Forest","Carnivore"
"Otus megalotis",7.7,13,"Forest","Carnivore"
"Otus mentawi",7.6,11.3,"Forest","Carnivore"
"Otus mindorensis",6,10.3,"Forest","Carnivore"
"Otus mirus",4.8,11.4,"Forest","Carnivore"
"Otus moheliensis",6.2,11,"Forest","Carnivore"
"Otus pauliani",6,10.3,"Forest","Carnivore"
"Otus pembaensis",6,11.3,"Forest","Carnivore"
"Otus podarginus",8.1,12.4,"Forest","Carnivore"
"Otus rufescens",6.5,10.6,"Forest","Carnivore"
"Otus rutilus",5.1,10.7,"Forest","Carnivore"
"Otus sagittatus",7.6,12,"Forest","Carnivore"
"Otus scops",4.7,8.6,"Woodland","Carnivore"
"Otus semitorques",6.9,12.1,"Forest","Carnivore"
"Otus senegalensis",5.7,9.4,"Woodland","Carnivore"
"Otus siaoensis",5.2,10.1,"Forest","Carnivore"
"Otus silvicola",10.6,12.9,"Forest","Carnivore"
"Otus spilocephalus",5.1,9.2,"Forest","Carnivore"
"Otus sunia",5.8,8.8,"Forest","Carnivore"
"Otus thilohoffmanni",5.4,10.9,"Forest","Carnivore"
"Otus umbra",5.1,10,"Forest","Carnivore"
"Pseudoscops clamator",10.4,17.5,"Grassland","Carnivore"
"Pseudoscops grammicus",10.1,15.5,"Forest","Carnivore"
"Ptilopsis granti",8.1,12.7,"Woodland","Carnivore"
"Pulsatrix koeniswaldiana",9.7,20.5,"Forest","Carnivore"
"Pulsatrix melanota",10.4,16.6,"Forest","Carnivore"
"Pulsatrix perspicillata",12.6,22.5,"Forest","Carnivore"
"Scotopelia bouvieri",10.6,16.6,"Wetland","Carnivore"
"Scotopelia peli",18.1,25,"Wetland","Carnivore"
"Scotopelia ussheri",14.9,20,"Forest","Carnivore"
"Strix albitarsis",9.5,15.5,"Forest","Carnivore"
"Strix aluco",8.2,15.1,"Forest","Carnivore"
"Strix butleri",8.1,13.7,"Rock","Carnivore"
"Strix chacoensis",10.3,17.3,"Forest","Carnivore"
"Strix davidi",10.3,17,"Forest","Carnivore"
"Strix fulvescens",11.2,18.3,"Forest","Carnivore"
"Strix huhula",9,15.3,"Forest","Carnivore"
"Strix hylophila",9.9,15.7,"Forest","Carnivore"
"Strix leptogrammica",11.4,18.6,"Forest","Carnivore"
"Strix nebulosa",11.3,19.1,"Forest","Carnivore"
"Strix nigrolineata",9,16,"Forest","Carnivore"
"Strix occidentalis",10.6,16.6,"Forest","Carnivore"
"Strix ocellata",11.8,18.8,"Woodland","Carnivore"
"Strix rufipes",9.7,14.8,"Forest","Carnivore"
"Strix seloputo",13.3,20.4,"Woodland","Carnivore"
"Strix uralensis",11.2,19,"Forest","Carnivore"
"Strix varia",11.2,19.6,"Forest","Carnivore"
"Strix virgata",9,16.1,"Forest","Carnivore"
"Strix woodfordii",9.5,15.7,"Forest","Carnivore"
"Surnia ulula",8.8,14.2,"Grassland","Carnivore"
"Uroglaux dimorpha",10,14.2,"Forest","Carnivore"
"Xenoglaux loweryi",6.2,9.6,"Forest","Carnivore"
"Phodilus badius",9.4,14,"Forest","Carnivore"
"Phodilus prigoginei",6.7,12.9,"Forest","Carnivore"
"Tyto alba",8.5,13.1,"Human Modified","Carnivore"
"Tyto aurantia",9.8,16.4,"Forest","Carnivore"
"Tyto capensis",7.9,13.5,"Grassland","Carnivore"
"Tyto glaucops",9.2,15.3,"Shrubland","Carnivore"
"Tyto inexspectata",11.1,18.2,"Forest","Carnivore"
"Tyto longimembris",9.6,13.3,"Grassland","Carnivore"
"Tyto manusi",9.1,18.1,"Forest","Carnivore"
"Tyto nigrobrunnea",11.6,17.1,"Forest","Carnivore"
"Tyto novaehollandiae",9.8,15.7,"Forest","Carnivore"
"Tyto rosenbergii",11.4,17.6,"Woodland","Carnivore"
"Tyto sororcula",7.3,12.8,"Forest","Carnivore"
"Tyto soumagnei",7,12.2,"Forest","Carnivore"
"Tyto tenebricosa",12.1,18.6,"Forest","Carnivore"
"Struthio camelus",47.1,23.5,"Shrubland","Herbivore"
"Anhinga anhinga",11.1,14.7,"Wetland","Carnivore"
"Anhinga melanogaster",10.4,13.8,"Wetland","Carnivore"
"Anhinga novaehollandiae",9.4,12.6,"Wetland","Carnivore"
"Anhinga rufa",10.5,14.1,"Wetland","Carnivore"
"Fregata andrewsi",24.4,22.2,"Marine","Carnivore"
"Fregata aquila",24.2,19.9,"Marine","Carnivore"
"Fregata ariel",19.9,17.2,"Marine","Carnivore"
"Fregata magnificens",25.8,22.5,"Marine","Carnivore"
"Fregata minor",25.6,21.8,"Marine","Carnivore"
"Phalacrocorax africanus",7.3,10.3,"Wetland","Carnivore"
"Phalacrocorax aristotelis",10.6,13.1,"Marine","Carnivore"
"Phalacrocorax atriceps",9.6,13.2,"Marine","Carnivore"
"Phalacrocorax auritus",12,17,"Marine","Carnivore"
"Phalacrocorax bougainvillii",11,12.9,"Marine","Carnivore"
"Phalacrocorax brasilianus",11.9,14.9,"Wetland","Carnivore"
"Phalacrocorax campbelli",8.5,11.7,"Marine","Carnivore"
"Phalacrocorax capensis",9.4,13.1,"Marine","Carnivore"
"Phalacrocorax capillatus",13.9,19.1,"Marine","Carnivore"
"Phalacrocorax carbo",13.2,18.3,"Wetland","Carnivore"
"Phalacrocorax carunculatus",13.4,17.2,"Marine","Carnivore"
"Phalacrocorax chalconotus",10.6,14.1,"Marine","Carnivore"
"Phalacrocorax colensoi",8.9,12.4,"Marine","Carnivore"
"Phalacrocorax coronatus",6.9,10.2,"Marine","Carnivore"
"Phalacrocorax featherstoni",8.9,9.6,"Marine","Carnivore"
"Phalacrocorax fuscescens",10.3,13.2,"Marine","Carnivore"
"Phalacrocorax fuscicollis",8.8,11.6,"Wetland","Carnivore"
"Phalacrocorax gaimardi",9,12.5,"Marine","Carnivore"
"Phalacrocorax harrisi",13.3,20.4,"Marine","Carnivore"
"Phalacrocorax magellanicus",7.7,10.4,"Marine","Carnivore"
"Phalacrocorax melanoleucos",7.6,11.4,"Wetland","Carnivore"
"Phalacrocorax neglectus",8.3,12.8,"Marine","Carnivore"
"Phalacrocorax niger",7.2,11.3,"Wetland","Carnivore"
"Phalacrocorax nigrogularis",12.8,15.3,"Marine","Carnivore"
"Phalacrocorax onslowi",8.4,12.7,"Marine","Carnivore"
"Phalacrocorax pelagicus",8.4,10,"Marine","Carnivore"
"Phalacrocorax penicillatus",12.7,17.8,"Marine","Carnivore"
"Phalacrocorax punctatus",8.4,10.3,"Marine","Carnivore"
"Phalacrocorax pygmeus",7.6,12.1,"Wetland","Carnivore"
"Phalacrocorax ranfurlyi",8.4,12.6,"Marine","Carnivore"
"Phalacrocorax sulcirostris",8.6,11.5,"Wetland","Carnivore"
"Phalacrocorax urile",9.2,11.6,"Marine","Carnivore"
"Phalacrocorax varius",12.7,17.5,"Coastal","Carnivore"
"Morus bassanus",24.8,32,"Marine","Carnivore"
"Morus capensis",23,29.1,"Marine","Carnivore"
"Morus serrator",22.6,29.4,"Marine","Carnivore"
"Papasula abbotti",26.9,37.7,"Marine","Carnivore"
"Sula dactylatra",26.2,34.2,"Marine","Carnivore"
"Sula granti",24.9,34.5,"Marine","Carnivore"
"Sula leucogaster",20.5,30.1,"Marine","Carnivore"
"Sula nebouxii",26.1,29.9,"Marine","Carnivore"
"Sula sula",21.5,25.9,"Marine","Carnivore"
"Sula variegata",23.1,29.5,"Marine","Carnivore"
"Crypturellus atrocapillus",5.4,5,"Forest","Herbivore"
"Crypturellus bartletti",4.7,4.7,"Forest","Herbivore"
"Crypturellus berlepschi",5.3,6.5,"Forest","Herbivore"
"Crypturellus boucardi",5.2,4.8,"Forest","Herbivore"
"Crypturellus brevirostris",4.9,5,"Forest","Herbivore"
"Crypturellus casiquiare",4.3,4.4,"Forest","Herbivore"
"Crypturellus cinereus",5.2,5.4,"Forest","Herbivore"
"Crypturellus cinnamomeus",5.5,5.1,"Forest","Herbivore"
"Crypturellus duidae",5.4,5.6,"Shrubland","Herbivore"
"Crypturellus erythropus",4.9,4.4,"Shrubland","Herbivore"
"Crypturellus kerriae",5.1,4.8,"Forest","Herbivore"
"Crypturellus noctivagus",6.1,5.3,"Forest","Herbivore"
"Crypturellus obsoletus",5.4,4.5,"Forest","Herbivore"
"Crypturellus parvirostris",4.3,4.2,"Shrubland","Herbivore"
"Crypturellus ptaritepui",4.6,5.8,"Forest","Herbivore"
"Crypturellus soui",4.2,3.9,"Forest","Herbivore"
"Crypturellus strigulosus",5.3,5.3,"Forest","Herbivore"
"Crypturellus tataupa",4.8,5.3,"Woodland","Herbivore"
"Crypturellus transfasciatus",5.1,4.8,"Woodland","Herbivore"
"Crypturellus undulatus",6,5.8,"Forest","Herbivore"
"Crypturellus variegatus",5.3,5,"Forest","Herbivore"
"Eudromia elegans",7.4,7.4,"Shrubland","Herbivore"
"Eudromia formosa",7.9,8.2,"Woodland","Herbivore"
"Nothocercus bonapartei",4.8,5.6,"Forest","Herbivore"
"Nothocercus julius",4.6,6.2,"Forest","Herbivore"
"Nothocercus nigrocapillus",4.6,5.8,"Forest","Herbivore"
"Nothoprocta cinerascens",7.5,7.4,"Shrubland","Omnivore"
"Nothoprocta curvirostris",5.7,5.9,"Grassland","Herbivore"
"Nothoprocta ornata",7.3,7.1,"Grassland","Herbivore"
"Nothoprocta pentlandii",5.9,5.9,"Shrubland","Herbivore"
"Nothoprocta perdicaria",5.9,5.5,"Shrubland","Herbivore"
"Nothoprocta taczanowskii",9.7,9.1,"Shrubland","Herbivore"
"Nothura boraquira",5.7,4.7,"Shrubland","Herbivore"
"Nothura chacoensis",6,5,"Grassland","Herbivore"
"Nothura darwinii",5.6,4.6,"Grassland","Herbivore"
"Nothura maculosa",5.7,5.3,"Grassland","Herbivore"
"Nothura minor",5,4.1,"Grassland","Herbivore"
"Rhynchotus maculicollis",9,9,"Shrubland","Herbivore"
"Rhynchotus rufescens",8.8,8.7,"Grassland","Herbivore"
"Taoniscus nanus",3.1,3.1,"Grassland","Omnivore"
"Tinamotis ingoufi",7.2,6.8,"Grassland","Herbivore"
"Tinamotis pentlandii",7.4,7.5,"Grassland","Herbivore"
"Tinamus guttatus",5,5.3,"Forest","Herbivore"
"Tinamus major",5.2,5.9,"Forest","Herbivore"
"Tinamus osgoodi",7.1,7.9,"Forest","Herbivore"
"Tinamus solitarius",5.8,6,"Forest","Herbivore"
"Tinamus tao",6.5,6.8,"Forest","Herbivore"
"Apalharpactes mackloti",9.9,9.7,"Forest","Carnivore"
"Apalharpactes reinwardtii",10.5,10.6,"Forest","Carnivore"
"Apaloderma aequatoriale",9.4,9.5,"Forest","Carnivore"
"Apaloderma narina",10.1,10.4,"Forest","Carnivore"
"Apaloderma vittatum",8.1,8,"Forest","Carnivore"
"Euptilotis neoxenus",8.5,8.1,"Forest","Omnivore"
"Harpactes ardens",11.8,11.8,"Forest","Carnivore"
"Harpactes diardii",12.3,12.4,"Forest","Carnivore"
"Harpactes duvaucelii",6.7,7.7,"Forest","Carnivore"
"Harpactes erythrocephalus",9.7,10.7,"Forest","Carnivore"
"Harpactes fasciatus",9.6,9.5,"Forest","Carnivore"
"Harpactes kasumba",9.9,11.5,"Forest","Carnivore"
"Harpactes oreskios",7.6,8.3,"Forest","Carnivore"
"Harpactes orrhophaeus",7.4,9.1,"Forest","Carnivore"
"Harpactes wardi",9.5,10.7,"Forest","Carnivore"
"Harpactes whiteheadi",10.9,10.1,"Forest","Carnivore"
"Pharomachrus antisianus",6.6,9.1,"Forest","Herbivore"
